Bathrooms;Bedrooms;Erf_size;Floor_size;Garages;Listing_date;Listing_number;Pet_friendly;Price;Town;Type_of_property;Garden;Pool;Secure_parking;Parking;No_pets_allowed;Furnished;Flatlet;Fibre_internet;Furnished_optional;ADSL_internet;Satellite_internet;Fixed_wimax_internet;month;year
2.0;5.0;;121.0;;2020-08-17;108993967;;2250000.0;Woodstock, Cape Town;House;;;;;;;;;;;;;8;2020
2.0;2.0;;;1.0;2020-08-17;108997427;;3380000.0;261 High Level Road, Sea Point, Cape Town;Apartment / Flat;;;;;;;;1.0;;;;;8;2020
2.5;3.0;;195.0;1.0;2020-08-06;108958172;1.0;5795000.0;Newlands, Cape Town;House;;;;1.0;;;1.0;;;;;;8;2020
2.0;3.0;;142.0;;2020-07-27;108915070;;5895000.0;Fresnaye, Cape Town;Apartment / Flat;;1.0;;2.0;;;;;;;;;7;2020
15.0;15.0;171.0;170.0;3.0;2020-06-20;108782193;;50000000.0;94 Adderley Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;6;2020
1.0;2.0;52.0;;;2020-07-06;108839222;;1195000.0;11 Queen Street, Springfield Terrace, Zonnebloem, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
2.0;3.0;;106.0;2.0;2019-04-03;107367023;;5250000.0;Green Point, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;4;2019
1.0;1.0;;61.0;;2020-07-23;108907258;;1265000.0;Muizenberg, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;7;2020
2.5;3.0;137.0;160.0;;2020-06-09;108723589;;5200000.0;13 Glynnville Terrace, Gardens, Cape Town;House;1.0;;;;;;;;;;;;6;2020
3.0;6.0;;350.0;;2020-08-15;108991126;;4650000.0;Plumstead, Cape Town;House;;;;;;;;;;;;;8;2020
2.0;2.0;93.0;93.0;1.0;2020-08-03;108944127;;4100000.0;Green Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
2.0;2.0;;91.0;;2020-07-01;108820467;;2550000.0;8 Buiten Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
1.0;0.5;;38.0;;2020-06-13;108759923;;1000000.0;159 Beach Road, Mouille Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;6;2020
3.0;3.0;415.0;165.0;2.0;2020-06-19;108779609;;6300000.0;29 Camelia Close, Constantia, Cape Town;House;;;;1.0;;;;;;;;;6;2020
1.0;;;40.0;;2020-07-23;108907280;;975000.0;Muizenberg, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;7;2020
2.0;5.0;695.0;200.0;2.0;2020-07-24;108910917;1.0;3795000.0;Kirstenhof, Cape Town;House;1.0;1.0;;2.0;;;;;;;;;7;2020
1.0;3.0;412.0;;1.0;2020-08-15;108991312;1.0;1950000.0;Maitland, Cape Town;House;;1.0;;;;;;;;;;;8;2020
3.5;3.0;;270.0;;2020-07-29;108929004;1.0;25995000.0;Mouille Point, Cape Town;Apartment / Flat;1.0;1.0;;3.0;;;;;;;;;7;2020
3.0;4.0;807.0;200.0;3.0;2020-07-01;108820339;;3450000.0;23 Greenwich Road, Chelsea, Diep River, Cape Town;House;;1.0;;1.0;;;1.0;;;;;;7;2020
1.0;4.0;;116.0;1.0;2020-06-19;108780973;;2995000.0;63 Rose Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;6;2020
1.0;2.0;;;;2020-09-14;109115354;;699000.0;Pelican Park, Cape Town;House;1.0;;;1.0;;;;;;;;;9;2020
1.0;1.0;;77.0;1.0;2020-06-03;108705025;;2050000.0;100 Shortmarket Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;6;2020
8.0;8.0;494.0;298.0;;2020-08-24;109021088;;5500000.0;18 Mount Road, Muizenberg, Cape Town;House;;;;;;;;;;;;;8;2020
5.0;5.0;1479.0;1944.0;4.0;2020-07-01;108819569;;150000000.0;Fresnaye, Cape Town;House;;1.0;;;;;;;;;;;7;2020
2.0;2.0;;78.0;;2020-07-28;108920556;1.0;1750000.0;Woodstock, Cape Town;Apartment / Flat;;1.0;;2.0;;;;;;;;;7;2020
4.0;2.0;;200.0;;2020-07-31;108936806;;17750000.0;Camps Bay, Cape Town;Apartment / Flat;;1.0;;1.0;;;;;;;;;7;2020
1.0;2.0;169.0;;;2020-08-21;109014533;;779000.0;Pelican Park, Cape Town;House;;;;2.0;;;;;;;;;8;2020
1.0;2.0;;75.0;1.0;2020-08-03;108943638;;4800000.0;Tamboerskloof, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;8;2020
1.0;2.0;198.0;74.0;;2020-07-24;108908913;;1750000.0;13a Loch Road, Claremont, Cape Town;House;1.0;;;2.0;;;;;;;;;7;2020
2.0;4.0;898.0;191.0;2.0;2020-08-07;108965213;;8200000.0;Newlands, Cape Town;House;1.0;1.0;;;;;;;;;;;8;2020
1.0;1.0;;49.0;;2020-08-04;108945796;;1495000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;8;2020
1.0;2.0;;47.0;;2020-08-12;108979728;;1700000.0;Wynberg Upper, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
1.0;1.0;;63.0;;2020-08-17;108995171;1.0;2200000.0;Oranjezicht, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
3.0;5.0;6500.0;;2.0;2020-07-07;108840935;;19950000.0;19 Upper Primrose Avenue, Bishopscourt, Cape Town;House;;1.0;5.0;;;;;;;;;;7;2020
1.0;;;71.0;;2020-07-27;108916615;;1386956.0;5 Howe Street, Observatory, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
3.0;4.0;934.0;360.0;2.0;2020-06-30;108817266;;8000000.0;9 Swanmore Road, Rondebosch, Cape Town;House;1.0;1.0;;2.0;;;;;;;;;6;2020
2.0;3.0;872.0;;;2020-07-22;108900934;1.0;3950000.0;Meadowridge, Cape Town;House;;;;4.0;;;;;;;;;7;2020
1.0;2.0;;76.0;1.0;2020-07-23;108906567;;1850000.0;Rondebosch, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
2.0;2.0;;80.0;;2019-10-28;108104837;;2995000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;10;2019
2.0;3.0;;;;2020-09-13;109111162;;520000.0;Bonteheuwel, Cape Town;House;;;;1.0;;;;;;;;;9;2020
2.0;3.0;362.0;;2.0;2020-06-25;108800455;;5750000.0;13 Bishoplea Road, Claremont Upper, Cape Town;House;;;;;;;;;;;;;6;2020
2.5;3.0;;251.0;2.0;2020-07-15;108871352;1.0;7200000.0;2 Springs Way, Newlands, Cape Town;House;1.0;1.0;;;;;;1.0;;;;;7;2020
2.0;2.0;;;;2020-07-29;108928195;;1800000.0;314 Seven Miles South 1 Old Stanhope Road, Claremont, Cape Town;Apartment / Flat;;1.0;;2.0;;;;;;;;;7;2020
1.0;1.0;55.0;55.0;;2020-07-24;108910689;;1695000.0;Gardens, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
;;;;;2020-09-07;109073713;;2450000.0;Gardens, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
1.0;2.0;;70.0;;2020-07-31;108934063;;1490000.0;Vredehoek, Cape Town;Apartment / Flat;1.0;;;;;;;;;;;;7;2020
18.0;15.0;1350.0;;;2020-07-06;108836416;;19500000.0;2 Ravenscraig Road, Green Point, Cape Town;House;;1.0;12.0;;;;1.0;;;;;;7;2020
1.0;1.0;;49.0;;2020-08-04;108945796;;1495000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;8;2020
1.0;2.0;;67.0;;2020-08-12;108977943;;1295000.0;Claremont, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;8;2020
;;;;;2020-09-15;109120030;;1599000.0;Lotus River, Cape Town;House;;;;;;;;;;;;;9;2020
2.0;1.0;;69.0;;2020-07-30;108932989;;1750000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;7;2020
2.0;2.0;67.0;67.0;;2020-07-27;108915963;;2350000.0;Kenilworth Upper, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
3.0;3.0;6250.0;;;2020-08-24;109024134;;5650000.0;Olieboom Road, Philippi, Cape Town;House;;;;;;;;;;;;;8;2020
1.0;4.0;395.0;101.0;;2020-08-13;108985852;1.0;1850000.0;Plumstead, Cape Town;House;1.0;;;4.0;;;;;;;;;8;2020
1.0;2.0;245.0;;;2020-08-20;109012210;;2250000.0;Observatory, Cape Town;House;1.0;;;2.0;;;;;;;;;8;2020
1.0;1.0;;56.0;;2020-08-11;108970604;1.0;1155000.0;267 Victoria Main Road, Salt River, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;8;2020
2.5;2.0;;103.0;;2020-05-31;108694909;1.0;3495000.0;54 Shortmarket Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;1.0;;;;;;;5;2020
3.0;5.0;496.0;330.0;2.0;2020-05-30;103173103;;3550000.0;98 Melville Road, Plumstead, Cape Town;House;1.0;;;;;;;;;;;;5;2020
2.0;2.0;;77.0;2.0;2020-06-04;108710041;;3495000.0;22 Riebeek Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;6;2020
2.0;2.0;;85.0;1.0;2020-07-23;108904641;;3200000.0;311 Madisson Place, Observatory, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
4.0;3.0;258.0;160.0;;2020-05-31;107642270;1.0;6495000.0;10 Kelvin St, Tamboerskloof, Cape Town;House;1.0;1.0;;1.0;;;1.0;;;;;;5;2020
3.5;3.0;;349.0;2.0;2020-07-15;108872429;;12250000.0;Foreshore, Cape Town;Apartment / Flat;;1.0;;;1.0;1.0;;;;;;;7;2020
1.0;1.0;;75.0;;2020-07-26;108913892;;2500000.0;Sea Point, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;7;2020
1.0;1.0;;68.0;;2020-07-31;108935835;1.0;1650000.0;Muizenberg, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;7;2020
1.0;2.0;75.0;;;2020-08-25;109026749;;1350000.0;Claremont, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;3.0;;168.0;1.0;2020-07-23;108904508;;2650000.0;359 Main Rd, Kenilworth Upper, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;7;2020
2.0;2.0;89.0;89.0;;2020-07-25;108912694;1.0;5500000.0;16 Bree St, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;2.0;;;;1.0;;;;;7;2020
2.0;3.0;700.0;144.0;2.0;2020-06-02;108698344;;3150000.0;56 Eastlake Island Way, Marina Da Gama, Cape Town;House;1.0;1.0;;;;;;;;;;;6;2020
2.0;3.0;705.0;;1.0;2020-08-14;108988850;;3095000.0;Bergvliet, Cape Town;House;1.0;;;2.0;;;1.0;;;;;;8;2020
3.0;3.0;149.0;;;2020-06-22;108787352;;12950000.0;29 Loader Street, De Waterkant, Cape Town;House;;;;;;;;;;;;;6;2020
2.0;2.0;73.0;73.0;1.0;2020-06-02;108699286;;1995000.0;36 Clifford Avenue, Vredehoek, Cape Town;Apartment / Flat;;;;;1.0;;;1.0;;;;;6;2020
1.0;1.0;;76.0;;2020-07-09;108850728;;2495000.0;Corner Wale & Burg Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;7;2020
1.0;1.0;;;;2020-08-14;108988281;;2600000.0;207 A Long Market Street, Bo Kaap, Cape Town;House;1.0;;;1.0;;;;;;;;;8;2020
2.0;5.0;486.0;;2.0;2020-08-03;108943801;1.0;6800000.0;St James, Cape Town;House;1.0;;;;;;;;;;;;8;2020
1.0;1.0;;;;2020-09-03;109063335;;1650000.0;Gardens, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;9;2020
1.0;3.0;417.0;;;2020-06-24;108796613;;1750000.0;24 1st Avenue, Grassy Park, Cape Town;House;;1.0;3.0;;;;;;;;;;6;2020
1.0;2.0;;98.0;;2020-08-03;108944124;;1990000.0;5 Highstead Road, Rondebosch, Rondebosch, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
2.0;2.0;;84.0;;2020-08-16;108992398;1.0;4750000.0;Green Point, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;8;2020
2.0;2.0;994.0;150.0;2.0;2020-07-29;108369858;1.0;10900000.0;34 Hely Hutchinson, Camps Bay, Cape Town;House;1.0;1.0;;;;;1.0;1.0;;;;;7;2020
2.0;2.0;;66.0;;2020-07-30;108929918;;2190000.0;7 Greenfield Road, Kenilworth Upper, Cape Town;Apartment / Flat;;;;2.0;;;;;;;;;7;2020
1.0;1.0;528.0;63.0;;2020-08-04;108948857;;1150000.0;Salt River, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
2.0;2.0;;93.0;;2019-07-31;107769389;;2999000.0;Collingwood Place 8 Grove Avenue, Claremont Upper, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2019
5.0;6.0;496.0;265.0;4.0;2020-06-19;108779967;;;11 Belfast Road, Wynberg, Cape Town;House;;;;;;;;;;;;;6;2020
3.0;3.0;;142.0;;2020-02-14;108446056;1.0;10995000.0;Sea Point, Cape Town;Apartment / Flat;;;;2.0;;;;;;;;;2;2020
1.0;1.0;;42.0;;2020-08-04;108948106;;1850000.0;Woodstock, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;8;2020
1.0;1.0;63.0;63.0;;2020-06-04;108710039;;1850000.0;20 Bloem Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;1.0;1.0;;;;;;;;6;2020
;;4038.0;;;2020-07-21;108896898;;27000000.0;54 Tennant Street, Wynberg Upper, Cape Town;House;;;;;;;;;;;;;7;2020
2.0;2.0;;59.0;1.0;2020-07-23;108905230;;2000000.0;Observatory, Cape Town;Apartment / Flat;;1.0;;1.0;1.0;;;;;;;;7;2020
2.0;2.0;;74.0;;2020-06-02;108700509;;3450000.0;153 Beach Road, Mouille Point, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;6;2020
1.0;3.0;1022.0;1022.0;;2020-07-14;107423328;1.0;1650000.0;275 Albert Road, Woodstock, Woodstock, Cape Town;House;;;;;;;;;;;;;7;2020
2.0;2.0;;92.0;1.0;2020-06-07;108716488;;2550000.0;166811 Loop Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;6;2020
2.5;4.0;;;2.0;2020-07-21;108893623;1.0;4500000.0;10 Susan Way, Tokai, Cape Town;House;1.0;1.0;;4.0;;;;;;;;;7;2020
1.0;3.0;;88.0;1.0;2020-07-10;108857466;;2075000.0;Kenilworth Upper, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;7;2020
1.0;1.0;;42.0;;2020-08-06;108956925;;1790000.0;402, 37 Williams Street, Observatory, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;8;2020
2.0;3.0;;97.0;1.0;2020-06-05;108713093;;1995000.0;4 Concorde, Skyways, 1 Drury Street, Zonnebloem, Cape Town;Apartment / Flat;;;;;;;;;;;;;6;2020
3.0;5.0;375.0;;2.0;2020-08-05;108950897;1.0;5595000.0;Vredehoek, Cape Town;House;;;;;;;1.0;;;;;;8;2020
1.0;1.0;63.0;;;2020-08-19;109007416;;1250000.0;Wynberg Upper, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
4.0;4.0;768.0;301.0;3.0;2020-01-28;108374747;;25500000.0;16 Lierman's Road, Llandudno, Cape Town;House;1.0;1.0;;;;;;;;;;;1;2020
1.0;2.0;;73.0;1.0;2020-07-22;108899557;;1825000.0;Lakeside, Cape Town;Townhouse;;;2.0;;;;;;;;;;7;2020
2.0;2.0;;105.0;2.0;2020-02-06;108410846;;3750000.0;28 Molteno, Claremont Upper, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;2;2020
2.0;2.0;;142.0;1.0;2020-05-25;107594483;;4300000.0;4 Spin Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;5;2020
1.5;3.0;882.0;;1.0;2020-06-25;108799021;;5900000.0;34 Palmyra Road, Claremont, Cape Town;House;;;;11.0;;;1.0;;;;;;6;2020
3.0;4.0;714.0;185.0;;2020-07-22;108898557;;5900000.0;Claremont, Cape Town;House;;1.0;;4.0;;;;;;;;;7;2020
2.0;2.0;;;;2020-07-10;108859515;;4950000.0;3 Herschel Close, Claremont Upper, Cape Town;Apartment / Flat;1.0;1.0;;2.0;1.0;;;;;;;;7;2020
1.5;4.0;100.0;142.0;;2020-07-22;108899344;;2350000.0;Woodstock, Cape Town;House;;;;;;;;;;;;;7;2020
1.0;1.0;;58.0;1.0;2020-06-10;108726250;;3490000.0;Bantry Bay, Cape Town;Apartment / Flat;1.0;1.0;;;;;;;;;;;6;2020
1.0;3.0;305.0;102.0;;2020-06-04;108706078;1.0;2490000.0;31 Coronation Road, Walmer Estate, Cape Town;House;1.0;;;;;;;;;;;;6;2020
1.0;1.0;;65.0;;2020-07-29;108927335;;1100000.0;3 Knutsford Road, Plumstead, Cape Town;Apartment / Flat;1.0;1.0;;1.0;;;;;;;;;7;2020
;;220.0;220.0;;2020-08-11;108970430;1.0;6850000.0;10a Clifford Road, Sea Point, Cape Town;Townhouse;;;;;;;;;;;;;8;2020
5.0;5.0;991.0;862.0;3.0;2020-07-07;108840289;1.0;;Llandudno, Cape Town;House;1.0;1.0;;2.0;;;;;;;;;7;2020
1.0;;54.0;54.0;;2020-05-15;108664520;;1190000.0;31 Brickfield, University Estate, Cape Town;Apartment / Flat;;1.0;1.0;;;;;;;;;;5;2020
1.0;1.0;;50.0;1.0;2020-09-02;109059767;;2995000.0;De Waterkant, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
2.0;2.0;;141.0;2.0;2020-05-29;108693184;;4750000.0;1 Dockrail Street, Foreshore, Cape Town;Apartment / Flat;;;;;;;;;;;;;5;2020
3.0;4.0;414.0;163.0;2.0;2020-07-22;108901208;1.0;6900000.0;Oranjezicht, Cape Town;House;;1.0;;;;;;;;;;;7;2020
4.5;4.0;;449.0;2.0;2020-07-21;108897237;1.0;29000000.0;Mouille Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
4.0;4.0;880.0;400.0;2.0;2020-06-03;108703698;;7600000.0;14 Mariendahl Avenue, Newlands, Cape Town;House;1.0;1.0;;3.0;;;;;;;;;6;2020
5.0;4.0;;900.0;3.0;2020-06-17;108770977;1.0;85000000.0;10 Woodford Avenue, Camps Bay, Cape Town;House;1.0;1.0;;;;;;;;;;;6;2020
4.0;4.0;155.0;180.0;2.0;2020-08-06;108958670;;5995000.0;Sea Point, Cape Town;House;;;;;;;;;;;;;8;2020
1.0;2.0;;75.0;1.0;2020-07-27;108918488;;1749999.0;Rondebosch, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
2.0;3.0;163.0;176.0;;2020-06-03;108704505;;2700000.0;5 Bedford, Observatory, Cape Town;House;;;;;;;;;;;;;6;2020
5.0;5.0;565.0;;;2020-02-28;108510882;;11950000.0;Green Point, Cape Town;House;;1.0;;;;;;;;;;;2;2020
1.5;2.0;79.0;;1.0;2020-08-13;108980857;;2850000.0;Bantry Bay, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
2.5;3.0;;138.0;2.0;2020-06-10;108726337;1.0;5995000.0;24 St Johns Road, Fresnaye, Cape Town;Townhouse;1.0;1.0;;;;;;;;;;;6;2020
3.0;2.0;;100.0;2.0;2020-06-29;108810847;;2500000.0;Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;6;2020
1.0;1.0;;86.0;;2020-06-05;108711932;1.0;2195000.0;97 Cecil Street, Salt River, Salt River, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;6;2020
2.0;3.0;;140.0;2.0;2020-05-31;108694616;1.0;3195000.0;4 Church Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;1.0;;;;;;;5;2020
1.0;0.5;;40.0;;2020-07-20;108891145;1.0;1325000.0;Rondebosch, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
1.5;3.0;144.0;;1.0;2020-05-27;108688600;;3150000.0;35 Stegman Road, Newlands, Cape Town;Townhouse;1.0;;;3.0;1.0;;;;;;;;5;2020
1.0;2.0;;64.0;1.0;2020-07-21;108896428;;2450000.0;Tamboerskloof, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
1.0;2.0;;86.0;1.0;2020-07-23;108904717;1.0;2190000.0;Plumstead, Cape Town;Townhouse;1.0;;;1.0;;;;;;1.0;;;7;2020
2.0;3.0;406.0;;2.0;2020-06-17;108772154;;4500000.0;52 Palmerston Road, Woodstock, Cape Town;House;1.0;;;;;;;;;;;;6;2020
2.5;3.0;176.0;176.0;2.0;2019-07-12;107695732;1.0;3795000.0;2 Scott Road, Claremont Upper, Cape Town;Townhouse;;;;;;;;;;;;;7;2019
1.0;1.0;;42.0;;2020-06-06;108715025;;2195000.0;70 Queen Victoria Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;6;2020
1.0;2.0;101.0;101.0;;2020-06-04;108708182;;3295000.0;15 Gorleston Road, Fresnaye, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;6;2020
3.5;4.0;681.0;;2.0;2020-02-17;108451773;;24995000.0;16 Avenue Drelingcourt, Fresnaye, Cape Town;House;1.0;1.0;;2.0;;;;;;;;;2;2020
2.0;2.0;;121.0;;2020-07-23;108904970;;4650000.0;Claremont Upper, Cape Town;Apartment / Flat;;;;2.0;;;;;;;;;7;2020
1.0;2.0;;80.0;;2020-05-30;108694514;1.0;2450000.0;63 Long Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;1.0;;;;;;;;;5;2020
1.0;2.0;83.0;83.0;1.0;2020-05-31;105891997;1.0;4999999.0;283 Beach Rd, Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;5;2020
1.0;0.5;;;;2020-09-14;109114418;;1999999.0;Mouille Point, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;9;2020
2.5;3.0;;138.0;2.0;2020-06-10;108726337;1.0;5995000.0;24 St Johns Road, Fresnaye, Cape Town;Townhouse;1.0;1.0;;;;;;;;;;;6;2020
1.0;1.0;;36.0;;2020-05-28;108689993;;474000.0;Grand Central 227 Main Road, Wynberg, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;5;2020
1.5;1.0;;;1.0;2020-06-08;108719947;;3250000.0;6b Polo Road, Observatory, Cape Town;House;1.0;1.0;;;;;;;;;;;6;2020
1.0;2.0;192.0;131.0;;2020-08-10;108967896;1.0;5250000.0;10 Windsor Rd, Kalk Bay, Kalk Bay, Cape Town;House;;;;;;;;;1.0;1.0;;;8;2020
3.0;4.0;412.0;180.0;;2020-07-28;108919554;;4495000.0;Claremont Upper, Cape Town;House;;;;;;;1.0;;;;;;7;2020
2.0;3.0;420.0;131.0;1.0;2020-06-11;108733794;;3850000.0;13 Kingsbury Park Road, Rondebosch, Cape Town;House;1.0;;;;;;;;;;;;6;2020
2.0;3.0;;140.0;2.0;2020-05-31;108694616;1.0;3195000.0;4 Church Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;1.0;;;;;;;5;2020
2.5;3.0;565.0;;;2020-07-20;108891097;;4990000.0;Claremont, Cape Town;House;1.0;;;3.0;;;1.0;;;;;;7;2020
1.0;2.0;;69.0;;2020-07-22;108899774;;1325000.0;Claremont, Cape Town;Apartment / Flat;;;;2.0;1.0;;;;;;;;7;2020
1.0;3.0;4950000.0;;1.0;2020-08-14;108987998;;1850000.0;Maitland, Cape Town;House;;;;2.0;;;1.0;;;;;;8;2020
3.0;7.0;284.0;;;2020-08-19;109004910;;2100000.0;Bridgetown, Cape Town;House;;1.0;;;;;;;;;;;8;2020
2.0;4.0;;;;2020-08-24;109023212;1.0;2500000.0;Walmer Estate, Cape Town;House;;;;;;;;;;;;;8;2020
1.0;2.0;;55.0;1.0;2020-06-15;108765237;;1695000.0;17 Grove Avenue, Claremont Upper, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;6;2020
1.0;2.0;69.0;69.0;;2020-07-27;108919072;;1895000.0;Kenilworth, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
1.0;2.0;170.0;;;2020-06-18;108776675;;1850000.0;33 Oxford Street, Woodstock, Cape Town;House;1.0;;;;;;;;;;;;6;2020
2.0;3.0;243.0;112.0;1.0;2020-07-25;108912375;;2490000.0;1, 12 Park Island Lane, Marina Da Gama, Cape Town;House;1.0;;1.0;;;;;;;;;;7;2020
2.0;2.0;;95.0;;2020-07-24;108911723;;3199999.0;Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
1.0;1.0;;60.0;;2020-06-30;108816241;;1495000.0;Salt River, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;6;2020
1.0;1.0;;80.0;1.0;2020-05-21;108677810;;3300000.0;1 Table Bay Boulevard, Foreshore, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;5;2020
1.0;2.0;;85.0;1.0;2020-07-22;108899526;;1290000.0;Heathfield, Cape Town;Apartment / Flat;1.0;;1.0;;;;;;;;;;7;2020
2.0;2.0;81.0;;1.0;2020-08-17;108994424;;1850000.0;Kirstenhof, Cape Town;Townhouse;;;;1.0;;;;;;;;;8;2020
1.0;1.0;71.0;71.0;1.0;2020-09-02;109057506;;1400000.0;Woodstock, Cape Town;Apartment / Flat;;;;;;;;1.0;;;;;9;2020
2.0;2.0;;88.0;;2020-08-03;108941081;;4950000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;2.0;1.0;;;;;;;;8;2020
1.0;1.0;;60.0;;2020-08-03;108944734;;1295000.0;Salt River, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;3.0;752.0;;1.0;2020-08-03;108944148;;2750000.0;24 Silverwater Street, Kirstenhof, Cape Town;House;1.0;;;;;;;;;;;;8;2020
5.5;5.0;1350.0;572.0;2.0;2020-06-01;108694306;1.0;15500000.0;6c Spaarman Ave, Constantia, Cape Town;House;1.0;1.0;;2.0;;;1.0;1.0;;;;;6;2020
1.0;0.5;;42.0;;2020-08-13;108984989;;1700000.0;Woodstock, Cape Town;Apartment / Flat;1.0;1.0;;1.0;1.0;;;;;;;;8;2020
1.0;3.0;402.0;211.0;1.0;2020-07-15;108874227;;3700000.0;Claremont, Cape Town;House;1.0;;;;;;;;;;;;7;2020
2.0;2.0;;138.0;2.0;2020-07-22;108900907;;4995000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;1.0;;;;;;;7;2020
1.0;2.0;;69.0;;2020-07-22;108899774;;1325000.0;Claremont, Cape Town;Apartment / Flat;;;;2.0;1.0;;;;;;;;7;2020
5.0;5.0;345.0;;1.0;2019-12-03;108239869;;39000000.0;Clifton, Cape Town;House;;;;;1.0;;1.0;;;;;;12;2019
1.0;1.0;32.0;32.0;;2020-07-25;108912664;1.0;2000000.0;16 Bree St, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;1.0;;;;1.0;;;;;7;2020
3.0;7.0;284.0;;;2020-08-19;109004910;;2100000.0;Bridgetown, Cape Town;House;;1.0;;;;;;;;;;;8;2020
1.0;1.0;52.0;;;2020-02-25;108487868;;1095000.0;Diep River, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;2;2020
