Bathrooms;Bedrooms;Erf_size;Floor_size;Garages;Listing_date;Listing_number;Pet_friendly;Price;Town;Type_of_property;Garden;Pool;Secure_parking;Parking;No_pets_allowed;Furnished;Flatlet;Fibre_internet;Furnished_optional;ADSL_internet;Satellite_internet;Fixed_wimax_internet;month;year
2.0;2.0;8486.0;118.0;1.0;2020-08-16;108992418;0.0;4995000.0;57 Prestwich, De Waterkant, Cape Town;Apartment / Flat;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
4.0;3.0;822.0;92.0;2.0;2020-08-28;109042479;0.0;19000000.0;11129 Steenberg Estate, Off Steenberg Road, Steenberg Golf Estate, Cape Town;House;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;2020
1.0;0.5;430.5;33.0;1.0;2020-09-03;109064372;0.0;1595000.0;Sea Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;430.5;59.0;1.0;2020-09-14;109111964;0.0;995000.0;Diep River, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;4.0;430.5;224.0;2.0;2019-03-25;107333095;0.0;12500000.0;Sea Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;2019
1.0;2.0;430.5;92.0;1.0;2020-09-14;109114886;0.0;950000.0;37 Mountain Road, Matroosfontein, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.5;3.0;430.5;111.0;1.0;2020-09-12;109109711;0.0;2095000.0;Plumstead, Cape Town;Townhouse;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;3.0;155.0;92.0;1.0;2020-08-28;109040598;0.0;2175000.0;3 Chamberlain Street, Woodstock, Cape Town;House;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;2020
1.0;0.5;430.5;39.0;1.0;2020-09-14;109115719;0.0;2175000.0;Cape Town City Centre, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;430.5;153.0;1.0;2020-09-17;109131900;1.0;8000000.0;Fresnaye, Cape Town;Apartment / Flat;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;430.5;30.0;1.0;2020-08-23;109019706;0.0;375000.0;227 Main Road Wynberg, Wynberg, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
3.5;4.0;873.0;92.0;2.0;2020-08-07;108965021;0.0;14900000.0;15 Kenmore Road, Tamboerskloof, Cape Town;House;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;430.5;106.0;1.0;2020-09-15;109119340;0.0;4595000.0;Sea Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;80.0;1.0;2020-07-28;108922806;0.0;4595000.0;21 Fir Avenue, Bantry Bay, Cape Town;Apartment / Flat;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;2020
1.0;1.0;430.5;59.0;1.0;2020-09-14;109112872;1.0;2999000.0;Cape Town City Centre, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;78.0;1.0;2020-08-25;109028915;0.0;1350000.0;10 Hornsey Road, Mowbray, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
3.0;3.0;314.0;92.0;1.0;2020-09-16;109125095;1.0;2695000.0;Harfield Village, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.0;3.0;430.5;219.0;2.0;2020-02-04;108400770;0.0;17995000.0;Bantry Bay, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;2020
4.0;4.0;292.0;400.0;3.0;2019-12-10;108258457;0.0;15550000.0;Green Point, Cape Town;House;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;2019
1.0;1.0;430.5;51.0;1.0;2020-09-17;109133550;1.0;1595000.0;Sea Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;81.0;1.0;2020-08-28;109040557;0.0;3295000.0;40 Wesley Street, Gardens, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;3.0;329.0;151.0;1.0;2020-09-15;109119306;0.0;1600000.0;Zeekoevlei, Cape Town;House;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
8.0;6.0;980.0;650.0;2.0;2020-09-18;109138125;1.0;69000000.0;Bantry Bay, Cape Town;House;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;92.0;1.0;2020-09-17;109131488;1.0;2550000.0;191 Loop Street, Cape Town City Centre, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;2730.0;96.0;1.0;2020-08-13;108984235;0.0;3325000.0;16 Fir Avenue, Bantry Bay, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;430.5;145.0;2.0;2020-09-18;109137993;0.0;10500000.0;Sea Point, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
5.5;5.0;1437.0;623.0;3.0;2020-08-26;109032003;0.0;19900000.0;2b Warblers Grove, Ainsty Walk, Constantia, Cape Town;House;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;1.0;430.5;45.0;1.0;2020-09-18;109134329;0.0;1295000.0;Rondebosch, Cape Town;Apartment / Flat;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
3.0;3.0;364.0;196.0;1.0;2020-09-18;109137982;1.0;7195000.0;Gardens, Cape Town;House;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;266.0;266.0;1.0;2020-08-21;109015794;0.0;18950000.0;5-7 Victoria Road, Clifton, Cape Town;Apartment / Flat;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;2.0;430.5;72.0;1.0;2020-08-17;108996386;0.0;1500000.0;9 St Andrews Road, Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;430.5;98.0;1.0;2019-12-04;108242013;0.0;3995000.0;Illovo, 195 Beach Road, Sea Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;2019
1.0;2.0;430.5;68.0;1.0;2020-08-15;107035099;0.0;2400000.0;16 Richmond Rd, Kenilworth Upper, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8;2020
1.0;3.0;216.0;56.0;2.0;2020-09-22;109148024;1.0;1390000.0;Retreat, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;75.0;1.0;2020-07-15;108871585;0.0;1795000.0;Pinelands, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;2020
1.0;2.0;430.5;82.0;1.0;2020-09-15;109120641;0.0;1200000.0;55 Belper Road, Wynberg, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.5;4.0;743.0;92.0;1.0;2020-09-14;109115539;0.0;3350000.0;Meadowridge, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;430.5;36.0;1.0;2020-09-15;109111678;1.0;1350000.0;157 Beach Road, Mouille Point, Camps Bay, Mouille Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;2020
1.0;1.0;430.5;40.0;1.0;2020-09-11;109106523;0.0;1250000.0;Cape Town City Centre, Cape Town;Apartment / Flat;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.5;4.0;430.5;195.0;1.0;2020-08-23;109019914;1.0;5745000.0;4 Montrose Street, Newlands, Cape Town;Townhouse;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;2.0;430.5;92.0;1.0;2020-08-11;108971505;0.0;2500000.0;Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
3.0;5.0;717.0;92.0;2.0;2020-09-22;109147326;1.0;2895000.0;Thornton, Cape Town;House;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;62.0;1.0;2020-09-11;109107742;0.0;2295000.0;3a Howe Street, Observatory, Cape Town;Apartment / Flat;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;3.0;446.0;105.0;2.0;2020-09-12;109110182;1.0;1750000.0;Retreat, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;430.5;64.0;1.0;2020-07-28;108922568;0.0;2550000.0;1 Dockrail Road, Foreshore, Cape Town;Apartment / Flat;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;2020
1.0;2.0;430.5;42.0;1.0;2020-08-28;109041748;0.0;1195000.0;8 Lyle, Rosebank, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;430.5;74.0;1.0;2020-09-23;109153385;1.0;2375000.0;88 Constantia Main Road, Wynberg Upper, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;82.0;1.0;2020-09-15;109122417;0.0;1650000.0;Pinelands, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;117.0;1.0;2020-08-12;108976680;0.0;3995000.0;27 High Level Road, Green Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
3.5;3.0;430.5;235.0;2.0;2020-09-10;109103380;1.0;5995000.0;Nieuwe Steenberg, Cape Town;Townhouse;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.5;3.0;272.0;92.0;2.0;2020-08-12;108979506;1.0;6850000.0;10 Elgin Terrace, Newlands, Cape Town;Townhouse;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;2906.0;95.0;1.0;2020-08-13;108980632;0.0;3800000.0;19 Milton Road, Sea Point, Cape Town;Apartment / Flat;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;2.0;430.5;83.0;1.0;2020-09-11;109107619;0.0;2750000.0;Oranjezicht, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;119.0;100.0;1.0;2020-08-24;109024663;1.0;1520000.0;54 Rochester Street, Observatory, Cape Town;House;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;1.0;430.5;58.0;1.0;2020-08-22;109019124;0.0;1795000.0;31 Wilderness Road, Claremont Upper, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;81.0;81.0;1.0;2020-08-18;109002437;1.0;3500000.0;93 Beach Road, Mouille Point, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
4.0;4.0;854.0;253.0;1.0;2020-09-10;109104006;0.0;3995000.0;Kirstenhof, Cape Town;House;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;311.0;92.0;2.0;2020-09-17;109132656;0.0;3295000.0;Rondebosch, Cape Town;House;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;430.5;71.0;1.0;2020-08-13;108985396;0.0;2999000.0;Arrowhead, 253 Ocean View Drive, Sea Point, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
3.0;3.0;1075.0;357.0;2.0;2020-09-21;109141948;1.0;13995000.0;4 Sillery Avenue, Constantia, Cape Town;House;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;52.0;1.0;2020-09-11;109106707;0.0;995000.0;Heathfield, Cape Town;Apartment / Flat;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.5;2.0;430.5;86.0;1.0;2020-08-29;109044393;0.0;1900000.0;Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;2.0;130.0;116.0;1.0;2020-09-18;109136327;1.0;2500000.0;Walmer Estate, Cape Town;House;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.5;2.0;430.5;141.0;1.0;2020-09-01;109052579;1.0;19995000.0;Bantry Bay, Cape Town;Apartment / Flat;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;3.0;430.5;101.0;1.0;2020-08-27;109039529;0.0;1945000.0;1 Dulwich Road, Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
5.0;12.0;396.0;289.0;1.0;2020-09-02;107704491;1.0;12250000.0;Oranjezicht, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;430.5;167.0;2.0;2020-09-11;109105952;0.0;5750000.0;25 Protea Road, Claremont Upper, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;202.0;92.0;1.0;2020-08-25;109029335;0.0;2050000.0;45 Wargrave Road, Kenilworth, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;1.0;430.5;36.0;1.0;2020-09-11;109107777;0.0;685000.0;Maitland, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;69.0;69.0;1.0;2020-08-13;107544841;0.0;1550000.0;13 Hope Street, Cape Town City Centre, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
5.0;5.0;448.0;500.0;2.0;2020-02-12;108434334;0.0;27950000.0;23 Avenue De L' Hermite, Fresnaye, Cape Town;House;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;2020
1.0;0.5;430.5;36.0;1.0;2020-09-14;109112714;1.0;2275000.0;Cape Town City Centre, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;193.0;85.0;1.0;2020-09-11;109105471;0.0;2995000.0;61 Ritchie Street, Woodstock, Cape Town;House;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;72.0;1.0;2020-09-14;109116481;0.0;2450000.0;Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
4.0;4.0;430.5;150.0;1.0;2020-09-21;109141528;1.0;5995000.0;Fresnaye, Cape Town;Townhouse;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;4.0;725.0;92.0;2.0;2020-08-05;108953602;1.0;2900000.0;8 Jupiter Road, Kirstenhof, Cape Town;House;1.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.5;3.0;430.5;195.0;1.0;2020-08-12;108976720;0.0;5795000.0;55 Dean Street, Newlands, Cape Town;Townhouse;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.5;3.0;430.5;92.0;2.0;2020-09-20;109139924;1.0;2850000.0;Kenilworth, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;60.0;60.0;1.0;2020-08-14;108990144;1.0;1685000.0;40 Constitution Street, Zonnebloem, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;2.0;430.5;76.0;1.0;2020-09-10;109101207;0.0;2400000.0;Rondebosch, Cape Town;Apartment / Flat;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;79.0;1.0;2020-09-10;109099970;0.0;2250000.0;Cape Town City Centre, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;67.0;1.0;2020-09-18;109137092;0.0;2475000.0;Kenilworth, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;68.0;1.0;2020-08-28;109041753;0.0;1695000.0;Rosebank, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;1.0;430.5;65.0;1.0;2020-09-22;109148184;0.0;1390000.0;Muizenberg, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;90.0;1.0;2020-09-14;109115959;0.0;6400000.0;Foreshore, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;9;2020
3.0;3.0;279.0;112.0;2.0;2020-09-10;109101287;0.0;4495000.0;Constantia, Cape Town;Townhouse;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.5;4.0;1041.0;92.0;2.0;2020-08-25;109028656;0.0;9995000.0;14 Zion Road, Claremont Upper, Cape Town;House;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
1.0;2.0;430.5;51.0;1.0;2020-09-11;109108169;0.0;1175000.0;Pinelands, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;991.0;92.0;2.0;2020-09-18;109134584;0.0;10500000.0;3 Heath Street Fernwood Estate, Newlands, Cape Town;House;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.0;4.0;595.0;92.0;2.0;2020-09-22;109147883;0.0;2650000.0;Thornton, Cape Town;House;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;833.0;92.0;1.0;2020-08-27;109039541;1.0;3750000.0;29 Camp Road, Pinelands, Cape Town;House;1.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
3.0;5.0;840.0;300.0;2.0;2020-09-22;109148122;1.0;2750000.0;Zeekoevlei, Cape Town;House;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;193.0;85.0;1.0;2020-09-11;109105471;0.0;2995000.0;61 Ritchie Street, Woodstock, Cape Town;House;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;508.0;150.0;1.0;2020-09-18;109136970;0.0;4200000.0;3 Kings Road, Mowbray, Cape Town;House;1.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
4.0;4.0;304.0;304.0;1.0;2020-09-10;105654158;0.0;14750000.0;Fresnaye, Cape Town;Apartment / Flat;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;88.0;1.0;2020-09-16;109125260;0.0;1795000.0;Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;430.5;66.0;1.0;2020-09-15;109121458;0.0;2395000.0;Rondebosch, Cape Town;Apartment / Flat;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;50.0;50.0;1.0;2020-09-10;109099304;0.0;3229000.0;16 Bree Street, Cape Town City Centre, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;430.5;268.0;1.0;2020-09-17;109131304;1.0;3395000.0;Observatory, Cape Town;House;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;81.0;81.0;1.0;2020-09-18;109136880;0.0;4025000.0;Mouille Point, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;430.5;58.0;1.0;2020-09-15;109120116;0.0;1149000.0;Plumstead, Cape Town;Apartment / Flat;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;3.0;430.5;108.0;1.0;2020-09-22;109145895;0.0;4500000.0;De Waterkant, Cape Town;Apartment / Flat;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
2.0;2.0;514.0;78.0;1.0;2020-08-11;108974118;0.0;3385000.0;25 St James Terrace, 109 Main Road, St James, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
9.0;11.0;1249.0;392.0;2.0;2020-09-22;109148285;0.0;9600000.0;Kenilworth Upper, Cape Town;House;1.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.0;4.0;538.0;230.0;1.0;2020-09-10;109100045;1.0;10350000.0;Oranjezicht, Cape Town;House;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;2.0;430.5;56.0;1.0;2020-09-10;109100654;0.0;1050000.0;Pinelands, Cape Town;Apartment / Flat;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
1.0;1.0;1859.0;43.0;1.0;2020-06-03;108705507;0.0;1290000.0;66 Keerom, Cape Town City Centre, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;2020
1.0;1.0;430.5;54.0;1.0;2020-09-14;109116114;0.0;1820000.0;Oranjezicht, Cape Town;Apartment / Flat;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.0;4.0;230.0;195.0;2.0;2020-09-15;109120661;1.0;6950000.0;Green Point, Cape Town;House;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.0;3.0;186.0;188.0;2.0;2020-07-23;108907742;1.0;3199999.0;Bergendal, 1 Cornwall Place, Kenilworth Upper, Cape Town;Apartment / Flat;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;2020
4.5;4.0;1190.0;92.0;2.0;2020-08-26;109034991;1.0;16500000.0;11099 Steenberg Estate, Steenberg Golf Estate, Cape Town;House;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8;2020
2.0;2.0;430.5;100.0;1.0;2020-09-10;109099612;1.0;2850000.0;Green Point, Cape Town;Apartment / Flat;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
5.5;5.0;4000.0;800.0;3.0;2019-12-17;108271929;1.0;25900000.0;Constantia, Cape Town;House;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;2019
2.0;2.0;207.0;118.0;1.0;2020-08-27;109038394;1.0;1599000.0;Thornton, Cape Town;Townhouse;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;3.0;252.0;122.0;2.0;2020-09-09;108283481;0.0;1470000.0;Athlone, Cape Town;House;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;2020
3.0;4.0;1155.0;250.0;2.0;2020-08-11;108973057;0.0;5000000.0;37 Sunwood Drive, Tokai, Cape Town;House;1.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8;2020
2.0;4.0;430.5;261.0;2.0;2020-07-30;108932680;1.0;45000000.0;42 Beach Road, Mouille Point, Cape Town;Apartment / Flat;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;2020
